+--------------------------+
| problem                  |
+---------------+----------+
| indicator     | value    |
+---------------+----------+
| noJobs        | 1000     | 
| noServices    | 1000     | 
| noShipments   | 0        | 
| fleetsize     | FINITE   | 
+--------------------------+
+----------------------------------------------------------+
| solution                                                 |
+---------------+------------------------------------------+
| indicator     | value                                    |
+---------------+------------------------------------------+
| costs         | 192013.9622587949                        | 
| noVehicles    | 75                                       | 
| unassgndJobs  | 314                                      | 
+----------------------------------------------------------+
+--------------------------------------------------------------------------------------------------------------------------------+
| detailed solution                                                                                                              |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| route   | vehicle              | activity              | job             | arrTime         | endTime         | costs           |
| 58      | 1_7_vehicle          | service               | 655             | 446             | 476             | 196             |
| 58      | 1_7_vehicle          | end                   | -               | 543             | undef           | 263             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 59      | 1_4_vehicle          | start                 | -               | undef           | 0               | 0               |
| 59      | 1_4_vehicle          | service               | 452             | 74              | 104             | 74              |
| 59      | 1_4_vehicle          | service               | 59              | 141             | 171             | 111             |
| 59      | 1_4_vehicle          | service               | 918             | 178             | 210             | 118             |
| 59      | 1_4_vehicle          | service               | 406             | 217             | 247             | 125             |
| 59      | 1_4_vehicle          | service               | 477             | 253             | 283             | 131             |
| 59      | 1_4_vehicle          | service               | 381             | 286             | 316             | 134             |
| 59      | 1_4_vehicle          | service               | 78              | 328             | 360             | 146             |
| 59      | 1_4_vehicle          | service               | 726             | 401             | 431             | 187             |
| 59      | 1_4_vehicle          | service               | 875             | 449             | 510             | 205             |
| 59      | 1_4_vehicle          | end                   | -               | 554             | undef           | 249             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 60      | 1_15_vehicle         | start                 | -               | undef           | 0               | 0               |
| 60      | 1_15_vehicle         | service               | 807             | 160             | 190             | 160             |
| 60      | 1_15_vehicle         | service               | 50              | 202             | 232             | 172             |
| 60      | 1_15_vehicle         | service               | 376             | 237             | 270             | 177             |
| 60      | 1_15_vehicle         | service               | 933             | 280             | 310             | 187             |
| 60      | 1_15_vehicle         | service               | 247             | 312             | 342             | 189             |
| 60      | 1_15_vehicle         | service               | 847             | 359             | 389             | 207             |
| 60      | 1_15_vehicle         | service               | 155             | 395             | 425             | 212             |
| 60      | 1_15_vehicle         | service               | 241             | 448             | 480             | 235             |
| 60      | 1_15_vehicle         | end                   | -               | 589             | undef           | 344             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 61      | 1_10_vehicle         | start                 | -               | undef           | 0               | 0               |
| 61      | 1_10_vehicle         | service               | 564             | 148             | 178             | 148             |
| 61      | 1_10_vehicle         | service               | 862             | 180             | 210             | 150             |
| 61      | 1_10_vehicle         | service               | 921             | 239             | 270             | 179             |
| 61      | 1_10_vehicle         | service               | 993             | 286             | 316             | 195             |
| 61      | 1_10_vehicle         | service               | 294             | 327             | 360             | 207             |
| 61      | 1_10_vehicle         | service               | 306             | 371             | 401             | 217             |
| 61      | 1_10_vehicle         | service               | 535             | 479             | 509             | 296             |
| 61      | 1_10_vehicle         | end                   | -               | 597             | undef           | 384             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 62      | 3_2_vehicle          | start                 | -               | undef           | 0               | 0               |
| 62      | 3_2_vehicle          | service               | 503             | 16              | 46              | 16              |
| 62      | 3_2_vehicle          | service               | 641             | 157             | 210             | 127             |
| 62      | 3_2_vehicle          | service               | 802             | 216             | 246             | 133             |
| 62      | 3_2_vehicle          | service               | 115             | 268             | 300             | 155             |
| 62      | 3_2_vehicle          | service               | 331             | 313             | 343             | 169             |
| 62      | 3_2_vehicle          | service               | 637             | 350             | 380             | 175             |
| 62      | 3_2_vehicle          | service               | 979             | 434             | 464             | 229             |
| 62      | 3_2_vehicle          | service               | 890             | 480             | 510             | 245             |
| 62      | 3_2_vehicle          | end                   | -               | 596             | undef           | 332             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 63      | 3_6_vehicle          | start                 | -               | undef           | 0               | 0               |
| 63      | 3_6_vehicle          | service               | 118             | 45              | 75              | 45              |
| 63      | 3_6_vehicle          | service               | 560             | 78              | 108             | 48              |
| 63      | 3_6_vehicle          | service               | 801             | 135             | 210             | 75              |
| 63      | 3_6_vehicle          | service               | 323             | 235             | 270             | 100             |
| 63      | 3_6_vehicle          | service               | 776             | 288             | 318             | 118             |
| 63      | 3_6_vehicle          | service               | 9               | 322             | 352             | 121             |
| 63      | 3_6_vehicle          | service               | 735             | 357             | 420             | 127             |
| 63      | 3_6_vehicle          | service               | 871             | 428             | 458             | 136             |
| 63      | 3_6_vehicle          | service               | 345             | 476             | 510             | 154             |
| 63      | 3_6_vehicle          | end                   | -               | 599             | undef           | 243             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 64      | 3_1_vehicle          | start                 | -               | undef           | 0               | 0               |
| 64      | 3_1_vehicle          | service               | 860             | 127             | 180             | 127             |
| 64      | 3_1_vehicle          | service               | 443             | 189             | 219             | 136             |
| 64      | 3_1_vehicle          | service               | 270             | 254             | 284             | 171             |
| 64      | 3_1_vehicle          | service               | 425             | 292             | 322             | 179             |
| 64      | 3_1_vehicle          | service               | 176             | 323             | 390             | 180             |
| 64      | 3_1_vehicle          | service               | 462             | 398             | 428             | 188             |
| 64      | 3_1_vehicle          | service               | 763             | 435             | 480             | 195             |
| 64      | 3_1_vehicle          | end                   | -               | 584             | undef           | 299             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 65      | 3_15_vehicle         | start                 | -               | undef           | 0               | 0               |
| 65      | 3_15_vehicle         | service               | 335             | 159             | 189             | 159             |
| 65      | 3_15_vehicle         | service               | 486             | 199             | 229             | 169             |
| 65      | 3_15_vehicle         | service               | 185             | 237             | 267             | 177             |
| 65      | 3_15_vehicle         | service               | 606             | 286             | 316             | 196             |
| 65      | 3_15_vehicle         | service               | 652             | 334             | 364             | 214             |
| 65      | 3_15_vehicle         | service               | 74              | 369             | 399             | 219             |
| 65      | 3_15_vehicle         | service               | 970             | 417             | 447             | 237             |
| 65      | 3_15_vehicle         | service               | 953             | 470             | 500             | 260             |
| 65      | 3_15_vehicle         | end                   | -               | 593             | undef           | 353             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 66      | 3_3_vehicle          | start                 | -               | undef           | 0               | 0               |
| 66      | 3_3_vehicle          | service               | 113             | 19              | 49              | 19              |
| 66      | 3_3_vehicle          | service               | 400             | 138             | 168             | 108             |
| 66      | 3_3_vehicle          | service               | 362             | 185             | 215             | 125             |
| 66      | 3_3_vehicle          | service               | 126             | 234             | 270             | 144             |
| 66      | 3_3_vehicle          | service               | 510             | 285             | 330             | 159             |
| 66      | 3_3_vehicle          | service               | 110             | 354             | 384             | 183             |
| 66      | 3_3_vehicle          | service               | 561             | 416             | 446             | 215             |
| 66      | 3_3_vehicle          | service               | 300             | 449             | 480             | 218             |
| 66      | 3_3_vehicle          | end                   | -               | 571             | undef           | 309             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 67      | 3_13_vehicle         | start                 | -               | undef           | 0               | 0               |
| 67      | 3_13_vehicle         | service               | 690             | 22              | 150             | 22              |
| 67      | 3_13_vehicle         | service               | 160             | 168             | 198             | 40              |
| 67      | 3_13_vehicle         | service               | 95              | 202             | 232             | 44              |
| 67      | 3_13_vehicle         | service               | 706             | 242             | 272             | 54              |
| 67      | 3_13_vehicle         | service               | 617             | 295             | 325             | 78              |
| 67      | 3_13_vehicle         | service               | 168             | 330             | 360             | 82              |
| 67      | 3_13_vehicle         | service               | 369             | 367             | 397             | 89              |
| 67      | 3_13_vehicle         | service               | 542             | 415             | 445             | 107             |
| 67      | 3_13_vehicle         | service               | 83              | 458             | 510             | 120             |
| 67      | 3_13_vehicle         | end                   | -               | 560             | undef           | 170             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 68      | 3_12_vehicle         | start                 | -               | undef           | 0               | 0               |
| 68      | 3_12_vehicle         | service               | 927             | 21              | 90              | 21              |
| 68      | 3_12_vehicle         | service               | 782             | 118             | 150             | 50              |
| 68      | 3_12_vehicle         | service               | 302             | 180             | 210             | 80              |
| 68      | 3_12_vehicle         | service               | 334             | 267             | 300             | 137             |
| 68      | 3_12_vehicle         | service               | 897             | 313             | 343             | 150             |
| 68      | 3_12_vehicle         | service               | 237             | 345             | 375             | 152             |
| 68      | 3_12_vehicle         | service               | 149             | 381             | 411             | 158             |
| 68      | 3_12_vehicle         | service               | 668             | 432             | 462             | 179             |
| 68      | 3_12_vehicle         | service               | 467             | 477             | 507             | 194             |
| 68      | 3_12_vehicle         | end                   | -               | 569             | undef           | 256             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 69      | 3_10_vehicle         | start                 | -               | undef           | 0               | 0               |
| 69      | 3_10_vehicle         | service               | 577             | 15              | 210             | 15              |
| 69      | 3_10_vehicle         | service               | 307             | 223             | 270             | 28              |
| 69      | 3_10_vehicle         | service               | 140             | 281             | 311             | 39              |
| 69      | 3_10_vehicle         | service               | 61              | 318             | 348             | 46              |
| 69      | 3_10_vehicle         | service               | 521             | 362             | 392             | 60              |
| 69      | 3_10_vehicle         | service               | 614             | 395             | 425             | 63              |
| 69      | 3_10_vehicle         | service               | 929             | 426             | 456             | 64              |
| 69      | 3_10_vehicle         | end                   | -               | 460             | undef           | 68              |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 70      | 3_4_vehicle          | start                 | -               | undef           | 0               | 0               |
| 70      | 3_4_vehicle          | service               | 106             | 32              | 62              | 32              |
| 70      | 3_4_vehicle          | service               | 698             | 79              | 109             | 49              |
| 70      | 3_4_vehicle          | service               | 607             | 116             | 150             | 56              |
| 70      | 3_4_vehicle          | service               | 448             | 168             | 198             | 75              |
| 70      | 3_4_vehicle          | service               | 231             | 237             | 267             | 113             |
| 70      | 3_4_vehicle          | service               | 674             | 270             | 300             | 116             |
| 70      | 3_4_vehicle          | service               | 660             | 326             | 356             | 143             |
| 70      | 3_4_vehicle          | service               | 152             | 364             | 394             | 150             |
| 70      | 3_4_vehicle          | service               | 677             | 427             | 457             | 183             |
| 70      | 3_4_vehicle          | service               | 619             | 470             | 510             | 197             |
| 70      | 3_4_vehicle          | end                   | -               | 549             | undef           | 236             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 71      | 3_5_vehicle          | start                 | -               | undef           | 0               | 0               |
| 71      | 3_5_vehicle          | service               | 134             | 9               | 60              | 9               |
| 71      | 3_5_vehicle          | service               | 373             | 109             | 150             | 58              |
| 71      | 3_5_vehicle          | service               | 644             | 155             | 210             | 63              |
| 71      | 3_5_vehicle          | service               | 337             | 243             | 273             | 96              |
| 71      | 3_5_vehicle          | service               | 350             | 281             | 311             | 104             |
| 71      | 3_5_vehicle          | service               | 552             | 327             | 357             | 120             |
| 71      | 3_5_vehicle          | service               | 882             | 372             | 420             | 135             |
| 71      | 3_5_vehicle          | service               | 785             | 430             | 460             | 146             |
| 71      | 3_5_vehicle          | service               | 702             | 469             | 499             | 154             |
| 71      | 3_5_vehicle          | end                   | -               | 509             | undef           | 164             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 72      | 3_11_vehicle         | start                 | -               | undef           | 0               | 0               |
| 72      | 3_11_vehicle         | service               | 651             | 23              | 53              | 23              |
| 72      | 3_11_vehicle         | service               | 478             | 63              | 150             | 33              |
| 72      | 3_11_vehicle         | service               | 853             | 172             | 210             | 55              |
| 72      | 3_11_vehicle         | service               | 40              | 237             | 267             | 82              |
| 72      | 3_11_vehicle         | service               | 230             | 290             | 330             | 105             |
| 72      | 3_11_vehicle         | service               | 321             | 342             | 372             | 117             |
| 72      | 3_11_vehicle         | service               | 224             | 409             | 439             | 154             |
| 72      | 3_11_vehicle         | service               | 420             | 470             | 510             | 186             |
| 72      | 3_11_vehicle         | end                   | -               | 571             | undef           | 247             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 73      | 3_7_vehicle          | start                 | -               | undef           | 0               | 0               |
| 73      | 3_7_vehicle          | service               | 3               | 142             | 172             | 142             |
| 73      | 3_7_vehicle          | service               | 269             | 176             | 210             | 146             |
| 73      | 3_7_vehicle          | service               | 946             | 233             | 263             | 169             |
| 73      | 3_7_vehicle          | service               | 618             | 269             | 300             | 176             |
| 73      | 3_7_vehicle          | service               | 924             | 311             | 341             | 187             |
| 73      | 3_7_vehicle          | service               | 245             | 367             | 397             | 213             |
| 73      | 3_7_vehicle          | service               | 375             | 424             | 454             | 239             |
| 73      | 3_7_vehicle          | service               | 433             | 462             | 492             | 248             |
| 73      | 3_7_vehicle          | end                   | -               | 548             | undef           | 304             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 74      | 3_8_vehicle          | start                 | -               | undef           | 0               | 0               |
| 74      | 3_8_vehicle          | service               | 574             | 144             | 174             | 144             |
| 74      | 3_8_vehicle          | service               | 424             | 182             | 212             | 152             |
| 74      | 3_8_vehicle          | service               | 465             | 218             | 270             | 158             |
| 74      | 3_8_vehicle          | service               | 759             | 293             | 323             | 181             |
| 74      | 3_8_vehicle          | service               | 905             | 332             | 362             | 191             |
| 74      | 3_8_vehicle          | service               | 153             | 381             | 411             | 209             |
| 74      | 3_8_vehicle          | service               | 129             | 448             | 480             | 246             |
| 74      | 3_8_vehicle          | end                   | -               | 580             | undef           | 347             |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 75      | 3_14_vehicle         | start                 | -               | undef           | 0               | 0               |
| 75      | 3_14_vehicle         | service               | 320             | 49              | 150             | 49              |
| 75      | 3_14_vehicle         | service               | 73              | 169             | 199             | 67              |
| 75      | 3_14_vehicle         | service               | 166             | 207             | 237             | 75              |
| 75      | 3_14_vehicle         | service               | 135             | 243             | 300             | 81              |
| 75      | 3_14_vehicle         | service               | 525             | 360             | 390             | 141             |
| 75      | 3_14_vehicle         | service               | 516             | 400             | 450             | 151             |
| 75      | 3_14_vehicle         | service               | 47              | 475             | 510             | 176             |
| 75      | 3_14_vehicle         | end                   | -               | 591             | undef           | 258             |
+--------------------------------------------------------------------------------------------------------------------------------+
+----------------+
| unassignedJobs |
+----------------+
| 460            |
| 341            |
| 461            |
| 583            |
| 100            |
| 223            |
| 102            |
| 586            |
| 103            |
| 346            |
| 344            |
| 349            |
| 104            |
| 229            |
| 107            |
| 228            |
| 109            |
| 902            |
| 590            |
| 908            |
| 351            |
| 471            |
| 473            |
| 232            |
| 111            |
| 353            |
| 112            |
| 476            |
| 597            |
| 599            |
| 598            |
| 116            |
| 359            |
| 235            |
| 358            |
| 119            |
| 12             |
| 238            |
| 15             |
| 16             |
| 242            |
| 482            |
| 19             |
| 363            |
| 122            |
| 243            |
| 1              |
| 485            |
| 487            |
| 367            |
| 125            |
| 123            |
| 368            |
| 4              |
| 925            |
| 248            |
| 127            |
| 926            |
| 7              |
| 804            |
| 806            |
| 491            |
| 805            |
| 493            |
| 254            |
| 370            |
| 928            |
| 257            |
| 498            |
| 497            |
| 378            |
| 811            |
| 812            |
| 814            |
| 817            |
| 815            |
| 32             |
| 816            |
| 34             |
| 31             |
| 36             |
| 261            |
| 384            |
| 387            |
| 267            |
| 939            |
| 37             |
| 941            |
| 940            |
| 266            |
| 700            |
| 146            |
| 826            |
| 945            |
| 943            |
| 827            |
| 708            |
| 707            |
| 705            |
| 49             |
| 828            |
| 45             |
| 150            |
| 393            |
| 391            |
| 396            |
| 154            |
| 397            |
| 277            |
| 158            |
| 275            |
| 157            |
| 830            |
| 950            |
| 954            |
| 831            |
| 711            |
| 51             |
| 833            |
| 956            |
| 957            |
| 716            |
| 839            |
| 283            |
| 281            |
| 718            |
| 167            |
| 161            |
| 284            |
| 163            |
| 962            |
| 288            |
| 604            |
| 720            |
| 724            |
| 605            |
| 728            |
| 727            |
| 846            |
| 968            |
| 66             |
| 172            |
| 609            |
| 69             |
| 292            |
| 972            |
| 295            |
| 293            |
| 733            |
| 732            |
| 854            |
| 731            |
| 734            |
| 615            |
| 612            |
| 736            |
| 616            |
| 856            |
| 978            |
| 855            |
| 75             |
| 181            |
| 608            |
| 188            |
| 184            |
| 740            |
| 741            |
| 984            |
| 622            |
| 982            |
| 980            |
| 743            |
| 863            |
| 744            |
| 866            |
| 867            |
| 868            |
| 989            |
| 749            |
| 987            |
| 82             |
| 629            |
| 89             |
| 192            |
| 746            |
| 196            |
| 198            |
| 631            |
| 753            |
| 874            |
| 750            |
| 512            |
| 511            |
| 514            |
| 634            |
| 513            |
| 877            |
| 92             |
| 515            |
| 93             |
| 91             |
| 878            |
| 758            |
| 517            |
| 880            |
| 94             |
| 761            |
| 764            |
| 520            |
| 884            |
| 887            |
| 885            |
| 403            |
| 404            |
| 767            |
| 405            |
| 769            |
| 527            |
| 889            |
| 647            |
| 648            |
| 649            |
| 530            |
| 408            |
| 894            |
| 529            |
| 896            |
| 654            |
| 653            |
| 412            |
| 777            |
| 533            |
| 415            |
| 657            |
| 414            |
| 899            |
| 418            |
| 416            |
| 537            |
| 661            |
| 423            |
| 541            |
| 303            |
| 545            |
| 784            |
| 426            |
| 665            |
| 788            |
| 547            |
| 549            |
| 308            |
| 548            |
| 792            |
| 309            |
| 791            |
| 793            |
| 553            |
| 311            |
| 554            |
| 676            |
| 673            |
| 312            |
| 798            |
| 314            |
| 678            |
| 799            |
| 796            |
| 558            |
| 316            |
| 682            |
| 562            |
| 200            |
| 439            |
| 684            |
| 440            |
| 445            |
| 202            |
| 565            |
| 446            |
| 328            |
| 205            |
| 326            |
| 327            |
| 208            |
| 692            |
| 210            |
| 693            |
| 573            |
| 453            |
| 575            |
| 455            |
| 216            |
| 215            |
| 699            |
| 459            |
| 217            |
| 579            |
| 580            |
| 773            |
| 338            |
| 234            |
| 63             |
| 194            |
| 883            |
| 313            |
| 697            |
| 390            |
| 528            |
| 781            |
| 463            |
| 594            |
| 593            |
| 936            |
| 342            |
+----------------+
